,open,high,low,close,volume
2014-07-11,0.454,0.902,0.454,0.902,13805
2014-07-14,0.631,0.631,0.582,0.582,31000
2014-07-15,0.6553,0.7019,0.6013,0.6014,192500
2014-07-16,0.591,0.639,0.591,0.639,2200
2014-07-17,0.639,0.639,0.639,0.639,0
2014-07-18,0.639,0.639,0.639,0.639,0
2014-07-21,0.592,0.592,0.592,0.592,3000
2014-07-22,0.592,0.592,0.592,0.592,0
2014-07-23,0.6009,0.6009,0.6009,0.6009,12900
2014-07-24,0.6009,0.6009,0.6009,0.6009,0
2014-07-25,0.6009,0.6009,0.6009,0.6009,0
2014-07-28,0.5675,0.5675,0.5675,0.5675,500
2014-07-29,0.4502,0.4544,0.4502,0.4544,107500
2014-07-30,0.45,0.45,0.45,0.45,169
2014-07-31,0.45,0.45,0.45,0.45,0
2014-08-01,0.446,0.446,0.446,0.446,100
2014-08-04,0.446,0.446,0.446,0.446,0
2014-08-05,0.446,0.446,0.446,0.446,0
2014-08-06,0.446,0.446,0.446,0.446,0
2014-08-07,0.446,0.446,0.446,0.446,0
2014-08-08,0.446,0.446,0.446,0.446,0
2014-08-11,0.446,0.446,0.446,0.446,0
2014-08-12,0.446,0.446,0.446,0.446,0
2014-08-13,0.446,0.446,0.446,0.446,0
2014-08-14,0.446,0.446,0.446,0.446,0
2014-08-15,0.446,0.446,0.446,0.446,0
2014-08-18,0.446,0.446,0.446,0.446,0
2014-08-19,0.446,0.446,0.446,0.446,0
2014-08-20,0.446,0.446,0.446,0.446,0
2014-08-21,0.446,0.446,0.446,0.446,0
2014-08-22,0.446,0.446,0.446,0.446,0
2014-08-25,0.579,0.579,0.579,0.579,269
2014-08-26,0.579,0.579,0.579,0.579,0
2014-08-27,0.579,0.579,0.579,0.579,0
2014-08-28,0.579,0.579,0.579,0.579,0
2014-08-29,0.579,0.579,0.579,0.579,0
2014-09-02,0.599,0.599,0.599,0.599,2305
2014-09-03,0.599,0.599,0.599,0.599,0
2014-09-04,0.599,0.599,0.599,0.599,0
2014-09-05,0.839,0.839,0.839,0.839,30200
2014-09-08,0.91,0.91,0.91,0.91,1569
2014-09-09,0.91,0.91,0.91,0.91,0
2014-09-10,0.91,0.91,0.91,0.91,0
2014-09-11,0.91,0.91,0.91,0.91,0
2014-09-12,0.91,0.91,0.91,0.91,0
2014-09-15,0.91,0.91,0.91,0.91,0
2014-09-16,0.91,0.91,0.91,0.91,0
2014-09-17,0.91,0.91,0.91,0.91,0
2014-09-18,0.91,0.91,0.91,0.91,0
2014-09-19,0.91,0.91,0.91,0.91,0
2014-09-22,0.91,0.91,0.91,0.91,0
2014-09-23,0.91,0.91,0.91,0.91,0
2014-09-24,0.91,0.91,0.91,0.91,0
2014-09-25,0.91,0.91,0.91,0.91,0
2014-09-26,0.91,0.91,0.91,0.91,0
2014-09-29,0.91,0.91,0.91,0.91,0
2014-09-30,0.91,0.91,0.91,0.91,0
2014-10-01,0.91,0.91,0.91,0.91,0
2014-10-02,0.91,0.91,0.91,0.91,0
2014-10-03,0.91,0.91,0.91,0.91,0
2014-10-06,0.91,0.91,0.91,0.91,0
2014-10-07,0.91,0.91,0.91,0.91,0
2014-10-08,0.91,0.91,0.91,0.91,0
